PC1,PC2,isotope
4.570521353926923,-0.5301540691457772,Co60
4.346633952084935,0.1909890675239612,Co60
4.227278750875202,0.7334196443708131,Co60
3.9668702387892107,0.738525591476733,Co60
3.77557721009997,2.001680552315508,Co60
4.2918058057948265,0.7636494061465179,Co60
4.043499393739128,1.2051463875813557,Co60
3.9938584532077357,1.2233647087805752,Co60
3.778899541320941,1.7771378820965678,Co60
4.0545847444314695,1.343236220992207,Co60
3.8601563910907757,1.173433022776552,Co60
4.848942710657417,-0.8598157709811476,Co60
3.776680272836106,1.7289554185420355,Co60
4.347111294465249,0.4534148047596,Co60
4.535622280513399,0.4198604418880346,Co60
4.076206298437882,0.610662847199413,Co60
4.1382003988228195,1.4798332259960087,Co60
4.1880659591691245,0.8990487836688928,Co60
4.16453101429311,1.4498153603142385,Co60
4.361524996039127,0.1622979094817978,Co60
4.1447217836022805,1.1174937362149022,Co60
3.925471631350929,0.8628818270768566,Co60
4.867240229786891,-0.3170770779994065,Co60
4.13667868485087,1.4634117541682654,Co60
4.221164032903144,1.1750452710071264,Co60
4.212852307621834,-0.06962956317259489,Co60
4.124309299730766,1.8643832310262967,Co60
4.00468536427479,1.3344502305559787,Co60
3.516904324846001,3.083677251320019,Co60
4.388456710473812,0.13896671668636762,Co60
4.142210634081588,1.149017823058788,Co60
4.144817869722481,1.8978115291519615,Co60
4.358544266482398,0.19592532841656177,Co60
3.730064507243859,2.270036165775097,Co60
4.4832361933377385,0.008746105252642054,Co60
4.588648202720019,-0.31136940904450316,Co60
4.438897062318411,1.001069033866374,Co60
4.594235329385015,-0.1728784957110101,Co60
4.012819056764268,0.9087694392452815,Co60
3.84299039550925,1.9354811914784655,Co60
3.918478941667443,1.407386469165078,Co60
4.195630728065984,0.44057189381574535,Co60
4.399975414482244,0.3862768759638518,Co60
3.9534812533200117,1.145767382491802,Co60
3.818695702147607,2.1795231462793767,Co60
3.9947286483922615,0.7569113612712649,Co60
4.0904445663375295,1.091663693516307,Co60
4.042184023617335,1.1932172987588834,Co60
4.2910541855320865,0.3177394655040641,Co60
4.57987184893572,-0.18115037984268603,Co60
3.995363374309886,1.337473989026953,Co60
4.009505703456418,1.6485058656818403,Co60
4.583354462471429,0.28709893611981047,Co60
4.2480995088599265,0.4084477017466624,Co60
4.5994896272438615,-0.014801102369167722,Co60
3.7434784550443196,1.91784741781698,Co60
4.375362244663627,1.116973158129183,Co60
4.05012774779946,1.1004369045291964,Co60
4.829258904872992,-0.4956163064873134,Co60
3.802754367152768,1.2506272039389528,Co60
3.518415336452542,2.348628231798467,Co60
4.25118946535446,0.5063781456126152,Co60
4.566495788200044,-0.07926530695637081,Co60
4.237700358857671,0.8748833768931343,Co60
4.567136061909197,-1.0563852050899825,Co60
4.3780120427216875,0.7315873854654553,Co60
4.174048240495593,1.0120788264949294,Co60
3.592682883960871,2.4680468754852645,Co60
4.360583833413822,-0.39344894291750704,Co60
4.535131454753368,-0.33916444798009276,Co60
4.134115695911377,0.6642504926471725,Co60
3.9349749187063625,1.4593962810551022,Co60
4.117862313197557,0.825678505944483,Co60
4.1895922822739475,1.6272596852763188,Co60
4.061343868623929,1.5574968245268663,Co60
4.413607639124797,0.04635838609995371,Co60
4.195517018923893,0.3254104402989622,Co60
4.235880047867822,0.7600445085256584,Co60
4.146187291675355,0.6561745046860843,Co60
4.046267566817286,1.4419785750133927,Co60
4.474738730225979,0.21246317926941233,Co60
4.273751152440723,1.0094904441062498,Co60
3.8505295276825238,2.436381337278344,Co60
4.013725586136376,1.5345828662959717,Co60
4.310370840357121,0.5025305872202201,Co60
4.1802740035023325,0.8749955383954019,Co60
4.678141642297405,-0.3301595898472198,Co60
0.03222863487627748,0.3235769348709945,Co60
0.2742116311101213,-0.8554442428917456,Co60
0.37063844780238325,-0.6618781704422149,Co60
-0.26730296197793335,0.4565080541025049,Co60
0.019551750208909553,0.06179010199125696,Co60
0.28409408068276476,-0.8278118308567801,Co60
-0.10709573078158073,0.25314748602820464,Co60
0.4038409923287311,-1.5586876739817628,Co60
0.2747228068454266,-0.8832203338962573,Co60
-0.05574753634830902,0.3028857569414707,Co60
0.4298229476690671,-1.5359245679513607,Co60
-0.1418791240547636,-0.00968880172262782,Co60
0.2139817482165425,-0.6376006575338812,Co60
0.27123728064712405,-1.7322750253722856,Co60
0.03894491185379026,-0.10037404852616695,Co60
-0.1675420258835736,-0.0938924074100499,Co60
-0.013005048920066166,-0.15280431849029794,Co60
0.6288675750277503,-1.5382533078090566,Co60
-0.1929527462388321,0.46542051643061444,Co60
0.3187816512755054,-1.2239245748651006,Co60
-0.1993201035334193,-0.465593289699176,Co60
0.007218818015638833,0.27980376307893284,Co60
0.3216470110262613,-1.070950492014413,Co60
-0.18497199646029278,0.2562245745084203,Co60
-0.4354787007854625,0.6538022124564571,Co60
-0.11027765344212279,-0.3048009991074937,Co60
-0.08839924522014185,-0.6038627148558044,Co60
0.6058372056104429,-2.0520031983964353,Co60
-0.1770562480666087,0.33058900675067376,Co60
-0.3028965074606858,0.16462327738359112,Co60
0.22032039877251872,-0.3331541493180793,Co60
-0.06806616962134317,-0.3614529163792739,Co60
0.13967096844392196,0.06669171043988364,Co60
-0.44634664069325647,1.0154125294910863,Co60
0.5117934735622031,-1.3747542431989261,Co60
0.3491110098231703,-0.9456066826023837,Co60
0.2562866389278013,-0.21278168400401487,Co60
0.3704923009397096,-0.9833137503539532,Co60
-0.025385945754814704,-0.4199506989158346,Co60
0.3719735552180946,-0.6561361405753647,Co60
0.3420463969863629,-0.9579491851052784,Co60
0.23408800720088035,-0.7432468892661992,Co60
0.09856554013688791,-0.32734199363201155,Co60
-0.016620320161781794,0.12872457910834578,Co60
0.0576962460433103,-0.10806098631051987,Co60
0.38353254250715096,-1.0161140294898074,Co60
0.10704714575468968,-0.06643558274488116,Co60
0.1310511348592529,-0.6032646881061665,Co60
-0.1949557127954447,0.5390424437032725,Co60
0.7913427115473273,-1.8009526441765182,Co60
0.18216642681089754,-1.1681699077405119,Co60
-0.08052429163776222,0.0821810161603495,Co60
0.07320130417913907,-0.3389899647328827,Co60
-0.026360579903861082,-0.9412794150803766,Co60
0.5921008091157971,-2.345146606374078,Co60
-0.35042897344559737,-0.007518915467166321,Co60
0.33675402380649305,-1.5140652960730403,Co60
0.3789143022980162,-1.1681909778946933,Co60
0.410344973668232,-0.9803790629489512,Co60
-0.1491891246545918,0.03468596595137651,Co60
-0.030266601484153808,0.08234230651083113,Co60
0.06728957688413012,0.06625160046858214,Co60
0.25092542567367676,-0.475484276499819,Co60
-0.3806758131957989,1.239595368079495,Co60
-0.044810664732591945,0.0902928219546527,Co60
0.05130660826336428,-1.0061581659674335,Co60
-0.28232232405989377,1.394495584273713,Co60
0.3669461007260775,-0.9088263996224687,Co60
0.15316833113596812,-0.5078135167551833,Co60
0.059445693554150136,-0.5815083900682788,Co60
0.3727173330620174,-1.5186613998078997,Co60
0.6872930704054535,-1.988402879401542,Co60
-0.12628106054585977,0.48764334670799947,Co60
0.004484629552910591,-0.4515722380715673,Co60
0.19969675603557732,-0.8536411116959249,Co60
0.34507463063333815,-0.7803126969697672,Co60
-0.434701229246097,1.4582222586927418,Co60
-0.09281414995386958,0.12680319500766685,Co60
-0.01317053673359488,0.15806033246047274,Co60
0.10914000689337376,-0.33427889951586554,Co60
0.4891654233896344,-1.9132984096417147,Co60
0.28870289959435746,-0.46074457196431995,Co60
0.13054540317915034,-0.4622791609140102,Co60
0.22884730177655205,-0.8031486862846643,Co60
-0.7886580960771673,1.5959624325971964,Co60
0.059022105783971004,-0.6273503912463079,Co60
-0.058138273569046654,0.012030537711589486,Co60
0.6353166105688148,-1.1136759750630838,Co60
0.3030731739176529,-0.6307593881959193,Co60
0.09541003334975076,-0.3696199139167462,Co60
-0.15040022653202206,0.12412896719267523,Co60
0.3175458918584638,-1.0626270369194395,Co60
0.274142071884318,-0.9511193480818847,Co60
0.38776947648226984,-1.3724932674501709,Co60
0.3072050564204875,-0.4436308598527155,Co60
-0.031918976342014946,0.3434816798904195,Co60
0.310877146524689,-0.5777134513005834,Co60
0.5082865745220887,-2.2470374912720237,Co60
0.13111598476797465,-0.7628973231874158,Co60
-0.25453787508339215,0.6460609730834643,Co60
0.17462030957011923,-0.9830103753957946,Co60
0.17616802419391245,-0.5987648997330766,Co60
0.28361169564918304,-0.6934933070178594,Co60
-0.29868490331551173,0.02806019639011107,Co60
0.42076887871073787,-1.3724463165816598,Co60
0.8232019130163122,-1.9474212576817966,Co60
0.00721493139321877,-0.7327248165976181,Co60
0.15375039999904525,-0.6458040424328385,Co60
-0.05170601835460942,-0.2446324790073732,Co60
0.0814390722332886,-0.193090458121625,Co60
0.3827989166718829,-0.8641684097309708,Co60
0.04300385906890892,-0.6163428844159022,Co60
-0.36384430734347384,0.2929653443035948,Co60
0.49189454278528444,-1.6913272575418492,Co60
0.2729156717257409,-1.108168924841976,Co60
0.3083970914099141,-0.9811041995096685,Co60
0.1164180332284148,-0.08529066880077175,Co60
0.4527048019531293,-1.1962810858812882,Co60
-0.38937215417673227,1.0130804515127958,Co60
0.21630697753895953,-1.2269181250076064,Co60
0.6148051090805325,-1.5117902462413038,Co60
0.013839395199214394,0.0593663960091506,Co60
-0.020871399677484408,0.005126786575357831,Co60
-0.41809136788327617,0.6536699184221904,Co60
-0.148415537144087,-0.4066863567435158,Co60
0.8161079948178627,-2.3426754751218786,Co60
0.3650631345223835,-0.954704072076872,Co60
0.191661581098693,-0.4870009047212277,Co60
-0.6507164640814255,1.3922881830066747,Co60
0.05130822427782891,-0.5224341993615172,Co60
0.6693445364053068,-2.155834818568477,Co60
0.3141083900695272,-1.040244484853094,Co60
0.2016269240555904,-0.7424951706322176,Co60
0.5462777101917947,-1.9870887736326375,Co60
0.4463350580824859,-1.4768307093374524,Co60
0.12056304565139982,-0.5872298556790513,Co60
0.15078517484357695,0.0595247838330784,Co60
-0.24915099937517513,0.5177402448782117,Co60
-0.2188437494186948,0.8143960421143033,Co60
-0.18929042601250237,0.11894614173252731,Co60
0.024881005170786098,-0.20166269253300184,Co60
0.39795484662651465,-1.3467211730261166,Co60
-0.2337169808159911,0.30219886342515423,Co60
-0.36158774428942964,0.7211644746888167,Co60
-0.005013279430824787,-0.30636161377957016,Co60
-0.005612814622893161,-0.06688818557234529,Co60
0.21947505359749694,-0.5004529885885881,Co60
0.12668123382125168,-0.5171173131015234,Co60
0.14619658734330596,-0.48238022772125666,Co60
-0.08431751298273107,-0.2914077246663367,Co60
0.4151344307170173,-0.6753452546097207,Co60
-0.10559205312882984,-0.06376366977982685,Co60
-0.08339352867692877,0.2350688169994966,Co60
0.5152896726386823,-1.7671150737069519,Co60
0.17380541445611317,-0.6790286108884979,Co60
0.31014318262090806,-0.6566606890484319,Co60
0.18445829215164916,-1.010861749118277,Co60
0.22717972763759167,-0.7437679427240504,Co60
0.31530978726410935,-0.5277507152634299,Co60
0.13181352092629123,-0.6618248001854455,Co60
0.6774248445061677,-2.438075279581928,Co60
-0.36975984539422,0.5898098092899405,Co60
-0.9048684960475439,2.1871569129968846,Co60
0.20623998884672218,-0.995230909831135,Co60
0.1918643372062321,-0.6520457587852201,Co60
0.4051277318871484,-1.326568639678667,Co60
0.201986150669757,-0.3629674555713347,Co60
0.3392267897117857,-1.067415455088568,Co60
0.015575160267196013,-0.1880346862004687,Co60
0.6530963927509557,-1.8254428839034884,Co60
0.08570905846627884,-0.48293369386532375,Co60
0.16918395025305566,-0.28480456110016206,Co60
0.004150922231127087,-0.7377680806226093,Co60
-0.13950504454275967,0.757023579523583,Co60
0.19832684030213216,-0.6126637128061586,Co60
0.20136105061709914,-0.6990424461414599,Co60
-0.07750698937901396,-0.07021613656856121,Co60
0.3607020718754017,-1.227815553471985,Co60
-0.023712338449021476,-0.2257215773157413,Co60
0.37538080496412085,-1.615516293739229,Co60
0.7561146238277271,-2.8050397696101874,Co60
-0.4935540070792511,1.1168106231516501,Co60
-0.08194380434228334,-0.16294975307088733,Co60
-0.09315539385767758,0.5846289776073854,Co60
-0.02862414963895397,0.17791559066510085,Co60
0.1462492710074389,-0.572122829990074,Co60
0.06458906790865299,-0.13559607037327392,Co60
0.5650976387796747,-2.0199053049274656,Co60
-0.5303438605030684,1.0405582720389046,Co60
0.1408926016071431,-0.3455945826543844,Co60
0.2594563721912457,-0.5287755943442712,Co60
0.1600656527360706,-0.3425643737142133,Co60
-0.22434795976533348,0.7079759980459325,Co60
0.18785531755786897,-0.5488262778029401,Co60
-0.6758810596167407,2.6602658384825784,Co60
0.4361490410880972,-1.3090884821432842,Co60
0.6374511220222593,-1.2860845081594858,Co60
-0.05257270888686123,0.465888395552506,Co60
0.2068309766869446,-0.7906512595518841,Co60
0.4596729433531958,-1.4242126271928355,Co60
-0.7948565877226231,-0.4299914692788602,Co60
-0.6096158339577409,-1.2482289695377975,Co60
-1.2554151432014822,0.3847077819786059,Co60
-0.5769957603457097,-1.9338514258664785,Co60
-0.884048774316234,-0.5540667132910655,Co60
-0.6538863842202807,-0.6495829503720437,Co60
-0.6996372237223027,-0.785741554872714,Co60
-0.6528878257721807,-1.6688979477793866,Co60
-0.7265623050957468,-1.0083983443430315,Co60
-1.2854773404728612,1.5839621432319573,Co60
-0.9287688713923383,-0.17057118467871332,Co60
-0.7544672538532116,-0.7357555919084012,Co60
-1.085150243956217,-0.4216826498480687,Co60
-1.1935570023802455,0.41820440100147505,Co60
-0.7557744543587315,-0.5172619248708571,Co60
-1.0054867174912954,-0.44691737706785356,Co60
-1.1493984410864315,0.5413456713268734,Co60
-0.8646943225592217,-0.8338739768911204,Co60
-0.8196150570050693,0.07105893357126085,Co60
-0.7802187547217359,-0.8356950532522949,Co60
-0.8586289725088592,-0.35610369342257386,Co60
-1.2736516253000691,0.5804449117743216,Co60
-0.691719910722575,-1.1696813391072463,Co60
-0.4676390812492851,-0.9534974433297413,Co60
-0.7150873593739044,-0.12632091412205979,Co60
-0.9132157854249531,-0.6148784020920535,Co60
-0.930331749010393,-0.22243314978438258,Co60
-0.6925155509917985,-0.9429159133943161,Co60
-1.0354350574356277,0.20822412914659588,Co60
-0.803200477134119,-0.28218451855786236,Co60
-0.7646679859343549,-0.9988073331143944,Co60
-0.5126646971710586,-1.650225186301585,Co60
-0.6228564567234514,-1.3794776841457588,Co60
-0.8988389574228705,0.2305001571977481,Co60
-0.8290535662265562,-0.8860040450807208,Co60
-0.6408551763213218,-1.3749016771924834,Co60
-1.173198899102079,0.5909803882040785,Co60
-1.1323625934994446,-0.20470508267252777,Co60
-1.089939597914736,-0.07050298980115878,Co60
-0.49480768698838035,-1.4235429570509286,Co60
-0.8446876463622847,-1.0422047777966919,Co60
-0.5200754970926424,-1.3915302156966882,Co60
-0.3252576074290919,-2.0278974351295855,Co60
-0.539442468897236,-1.419257474754228,Co60
-0.8815961894774287,-1.0062807910177038,Co60
-0.5292695925637194,-2.0629149090298258,Co60
-0.7464199671722684,-0.41431845601472694,Co60
-0.7098886429694689,-1.7000522678406076,Co60
-1.8508528486738407,2.8763615627385586,Co60
-1.0055014701105514,-0.5676696700170303,Co60
-0.2742480441129032,-1.7551681611538617,Co60
-0.6581900025427057,-1.3873252251599786,Co60
-0.7033514322679206,-0.7904064955569781,Co60
-0.7249294804600175,-0.6325043114069188,Co60
-1.370153494627633,1.1436282475586335,Co60
-1.5773504708712727,1.0807521918766556,Co60
-0.680390903691621,-0.966989473004322,Co60
-2.069137603058606,2.4177925676357632,Co60
-0.6833827923740932,-0.9298480228590696,Co60
-0.32754534009184616,-2.292848668409131,Co60
-0.9125169078876685,-0.5067205957272165,Co60
-1.4574500878138765,1.5152722620541217,Co60
-1.17424137867708,0.3594272730333625,Co60
-0.05770499911696848,-2.5925313909104273,Co60
-0.45474127626760613,-1.330626595529418,Co60
-1.164367117405109,0.4328573220826649,Co60
-0.8483454643039147,-0.5315927055978714,Co60
-1.7284661585670233,2.122840657815402,Co60
-0.37433117417921,-1.5252129392084282,Co60
-1.043094324807993,-0.07738031282939156,Co60
-1.014981205593648,0.6136317483699485,Co60
-0.412319382384942,-1.5658696187880565,Co60
-0.7757250262017338,-0.8945446959618844,Co60
-0.7389879209883142,-1.2604575289771516,Co60
-0.9203832497384867,-0.42814340687592933,Co60
-0.6728276716122885,-0.7692544933672748,Co60
-0.8511990887755253,-0.9365707175878104,Co60
-0.7421102395172551,-0.6178748060376654,Co60
-1.5000556744006812,1.6372312394136952,Co60
-0.7937220120421875,-1.078426672546898,Co60
-1.1700812049519211,0.574231041683091,Co60
-0.7405769356544591,-0.7366994511728419,Co60
-0.9248463710593304,-0.432478212673285,Co60
-0.9007729561143769,-0.6795385349087455,Co60
-0.3401737372245848,-1.9039082735042159,Co60
-0.5401107695954274,-1.5070535444621613,Co60
-1.1330905654075616,0.36461790353496665,Co60
-1.3048996360963372,-0.4604826160847574,Co60
-1.273264956924241,-0.22634013452311846,Co60
-1.2211708511653137,0.019427466931447167,Co60
-1.1153337503344602,0.18814889033158258,Co60
-0.6825268745654276,-0.7699778391852901,Co60
-1.3959511209138329,1.014737681200044,Co60
-0.5527255648998748,-1.0043293669561009,Co60
-0.4557170910491449,-1.584650374637073,Co60
-0.3557038504238466,-1.5023357384905296,Co60
-0.9458394433784979,-0.7923025688788716,Co60
-1.0673069769410939,-0.08888033776436377,Co60
-0.95587356855612,-0.5006517965521502,Co60
-0.9773145034496323,-0.6437183278397762,Co60
-0.7282002101171131,-0.04487319551779106,Co60
-1.0570743117427306,-0.6050209636393215,Co60
-0.6073968348423082,-1.3810488158736882,Co60
-0.326076832465594,-2.4530162465249967,Co60
-1.178462456283862,-0.01945408363200731,Co60
-1.280627548120012,-0.10327525299062278,Co60
-1.1205971554626308,0.5874689866560101,Co60
-0.07418586054937694,-2.690022030933319,Co60
-0.5248028628169263,-0.7559831049722265,Co60
-1.0142969110306552,-0.5594485956927537,Co60
-0.32338112007102043,-1.7564131578143845,Co60
-0.6219471751692106,-1.3323146839548177,Co60
-1.0820621121981986,0.1088462623071738,Co60
-1.5299421178656505,0.9271317562474704,Co60
-0.9702143868532679,0.36928115726030214,Co60
-1.1843652530039137,0.9007967817304903,Co60
-0.9738807905809637,-0.43235598652614027,Co60
-0.6648161359819683,-0.9225672425213773,Co60
-1.0598097965689803,0.11244985692375108,Co60
-0.5528027220411673,-1.9437538478444216,Co60
-1.2358053204525048,-0.5173129674963611,Co60
-1.211973023340868,0.6574553459228923,Co60
-0.47831439613976856,-1.2299711802063409,Co60
-0.8969402385862708,-0.36704623173193884,Co60
-0.688999556169683,-1.346833732917913,Co60
-1.2571058047258092,0.5960950826300415,Co60
-0.8312599295156999,-1.0335542817382921,Co60
-0.7964000928881397,-0.87143698339913,Co60
-0.931444713271813,-0.40254758062187973,Co60
-1.1221684275003858,0.26228291176587276,Co60
-1.0219838827394374,-0.5031098992520149,Co60
-1.002290672323396,0.2076545874303358,Co60
-0.6050429116425606,-1.2678171379060803,Co60
-0.6610802152012656,-1.648618871116844,Co60
-0.8780615074492398,-0.08234387151792104,Co60
-0.7181717592051825,-1.0631026008101498,Co60
-1.5111850819236268,0.1774688726257929,Co60
-1.03832633586301,-0.053385661454556116,Co60
-0.2948640219280506,-1.5456476839628457,Co60
-0.8353502167315993,-0.5219158018416731,Co60
-1.0316184486406335,0.15836180600391023,Co60
-1.2433422217844778,0.7677905322790672,Co60
-0.9040277988784258,-0.2933937094811406,Co60
-0.8754092204886741,-0.539928109797925,Co60
-1.1445661106534586,-0.8363676218410737,Co60
-0.9429621554676242,-0.8992934531158785,Co60
-0.7896639702510563,-0.944060077839402,Co60
-1.3505730192703682,0.18384697236879777,Co60
-0.9348674634743576,-1.227965002078255,Co60
-1.1001387298628833,0.26081064537968424,Co60
-0.47916208485076317,-1.5108323869050115,Co60
-0.6767867956773722,-1.2305462948293455,Co60
-0.8012450393529628,-0.6917675480631689,Co60
-0.9535707085362143,-0.6699228442683397,Co60
-1.3528735088036676,0.49312072870529955,Co60
-1.524062116785614,0.6499395538614073,Co60
-1.0178749486828893,0.3105778243743496,Co60
-0.7495461631733329,-0.8852178243629806,Co60
-0.6649731525991401,-1.6858401607753284,Co60
-0.11063368128098786,-2.1803286175452645,Co60
-1.4128999332152927,0.567393408264193,Co60
-0.5676726010620068,-1.5347715658321193,Co60
-1.0819487159478658,0.4517774216654162,Co60
-0.9344683830077891,0.04045951710800244,Co60
-1.1858973023698212,0.8820761562014335,Co60
-1.185875259665641,-0.1305480369855897,Co60
-0.5511342872415125,-0.7711062964480465,Co60
-1.277440435748328,0.8115771667693402,Co60
-0.6282809735374477,-1.3279548191324932,Co60
-0.6191247232079211,-1.2047605073102259,Co60
-1.2515961060874774,0.5859720143197671,Co60
-1.1428942699390043,0.11025868472005579,Co60
-0.6963237068900494,-1.235947231183627,Co60
-0.9211940206157228,-0.5702098041677556,Co60
-0.26116187049605366,-1.4793646031859142,Co60
-0.39915841935020235,-1.1619266253150684,Co60
-0.30008100715270214,-1.3126231936260289,Co60
-0.6584185396906016,-1.108955407074272,Co60
-0.7585114664246573,-0.9925585085725267,Co60
-0.800563334082347,-0.3893456347193482,Co60
-0.47249751188654476,-1.155747345171024,Co60
-0.602955538407429,-0.7833478260771509,Co60
-0.5854848162321385,-0.8960150374181431,Co60
-0.9745614287353781,0.13070682287029387,Co60
-1.151110848587454,1.0497142165130195,Co60
-1.0014770320800797,-0.35823561400102444,Co60
-0.7797851878518828,-0.9882729253592497,Co60
-0.6091506346327579,-0.7302704775042943,Co60
-0.4792130630762637,-1.9324998077272393,Co60
-0.9594449006154896,-0.5738596181134391,Co60
-1.4246399221077883,0.1627714864372844,Co60
-1.6329923637600403,1.3864143999643026,Co60
-0.17410210013914515,-2.0698783314512634,Co60
-1.1054470555034335,0.25201100484863687,Co60
-1.5819734377323202,1.3931964018242862,Co60
-0.8618240290276553,-1.2168661511100354,Co60
-0.5562625122879559,-1.683730204749981,Co60
-1.330840130158795,1.1377284154694751,Co60
-0.8839345995508767,-0.46756337228251726,Co60
-1.0216700522321762,-0.6905036240866504,Co60
3.0761215537679014,0.11279011616297256,Cs137
2.641098551189874,2.243870192411785,Cs137
3.0181867328110346,1.0649948064052113,Cs137
2.89927335000284,0.571764802433606,Cs137
3.088650573489308,0.3154075329243847,Cs137
3.446089173771165,-0.7395327460208588,Cs137
2.297374343389294,1.7756036226343082,Cs137
3.4605608749787056,-0.4784599139529876,Cs137
3.5685771828022532,-1.5083102306308436,Cs137
2.8681611625840833,1.1207127536525547,Cs137
2.8119040078266986,0.8409450812539425,Cs137
2.811477749944379,1.3882619048259919,Cs137
2.993504771309695,1.2483841901646033,Cs137
2.7987327646640106,1.4151194491191903,Cs137
2.5376707345576985,2.1334382355297747,Cs137
2.4693500789614378,2.746277728111907,Cs137
2.628691569466373,1.6260058223565004,Cs137
3.6808182562058644,-1.0701867395851443,Cs137
3.355491732380587,-0.6129159621468024,Cs137
3.843514029732584,-0.7962740527081547,Cs137
